Year,Month,NH,HATS_NH_F11_sd,HATS_SH_F11,HATS_SH_F11_sd,Global,HATS_Global_F11_sd,HATS_alt_F11,HATS_alt_F11_sd,HATS_sum_F11,HATS_sum_F11_sd,HATS_brw_F11,HATS_brw_F11_sd,HATS_mhd_F11,HATS_mhd_F11_sd,HATS_thd_F11,HATS_thd_F11_sd,HATS_nwr_F11,HATS_nwr_F11_sd,HATS_kum_F11,HATS_kum_F11_sd,HATS_mlo_F11,HATS_mlo_F11_sd,HATS_smo_F11,HATS_smo_F11_sd,HATS_cgo_F11,HATS_cgo_F11_sd,HATS_ush_F11,HATS_ush_F11_sd,HATS_psa_F11,HATS_psa_F11_sd,HATS_spo_F11,HATS_spo_F11_sd,HATS_F11_Programs
1977,12,150.744,2.878,137.755,2.77,144.25,3.995,nan,nan,nan,nan,158.097,1.12,nan,nan,nan,nan,152.724,3.77,nan,nan,147.469,2.25,136.856,2.7,nan,nan,nan,nan,nan,nan,144.448,3.247,100000
1978,1,151.262,3.528,139.003,4.1,145.132,5.409,nan,nan,nan,nan,158.601,2.77,nan,nan,nan,nan,153.06,1.46,nan,nan,148.137,4.68,138.12,4.22,nan,nan,nan,nan,nan,nan,145.567,3.066,100000
1978,2,151.832,4.377,140.748,2.491,146.29,5.036,nan,nan,nan,nan,158.698,5.49,nan,nan,nan,nan,153.767,2.37,nan,nan,148.704,5.26,139.966,2.43,nan,nan,nan,nan,nan,nan,146.567,2.902,100000
1978,3,152.531,4.697,142.39,5.11,147.461,6.94,nan,nan,nan,nan,158.763,2.39,nan,nan,nan,nan,154.958,4.05,nan,nan,149.147,5.51,141.727,5.35,nan,nan,nan,nan,nan,nan,147.32,2.719,100000
1978,4,153.301,3.207,143.321,3.758,148.311,4.941,nan,nan,nan,nan,158.692,3.18,nan,nan,nan,nan,156.285,1.997,nan,nan,149.655,3.93,142.706,3.89,nan,nan,nan,nan,nan,nan,147.893,2.575,100000
1978,5,154.135,4.188,143.754,2.125,148.944,4.696,nan,nan,nan,nan,158.488,2.26,nan,nan,nan,nan,157.339,6.15,nan,nan,150.545,1.97,143.093,2.09,nan,nan,nan,nan,nan,nan,148.67,2.37,100000
1978,6,155.127,4.801,143.937,1.469,149.532,5.021,nan,nan,nan,nan,158.475,1.61,nan,nan,nan,nan,158.316,7.01,nan,nan,151.777,2.55,143.181,1.35,nan,nan,nan,nan,nan,nan,149.564,2.154,100000
1978,7,156.303,4.224,144.165,1.75,150.234,4.572,nan,nan,nan,nan,159.038,2.82,nan,nan,nan,nan,159.535,3.89,nan,nan,153.057,4.72,143.341,1.72,nan,nan,nan,nan,nan,nan,150.298,1.958,100000
1978,8,157.645,4.437,144.911,2.893,151.278,5.297,nan,nan,nan,nan,160.589,1.94,nan,nan,nan,nan,161.05,4.76,nan,nan,154.212,4.57,144.057,2.66,nan,nan,nan,nan,nan,nan,151.267,4.24,100000
1978,9,158.953,3.237,146.142,2.018,152.548,3.815,nan,nan,nan,nan,163.306,3.77,nan,nan,nan,nan,162.484,4,nan,nan,155.099,2.27,145.259,2.08,nan,nan,nan,nan,nan,nan,152.713,1.479,100000
1978,10,159.672,2.862,147.399,2.74,153.536,3.962,nan,nan,nan,nan,166.162,2.86,nan,nan,nan,nan,162.875,2.54,nan,nan,155.598,3.1,146.496,2.88,nan,nan,nan,nan,nan,nan,154.121,1.279,100000
1978,11,159.617,1.666,148.755,1.881,154.186,2.513,nan,nan,nan,nan,167.722,1.78,nan,nan,nan,nan,161.751,1.64,nan,nan,156.047,1.66,147.875,1.8,nan,nan,nan,nan,nan,nan,155.307,2.4,100000
1978,12,159.639,3.398,150.299,2.279,154.969,4.091,nan,nan,nan,nan,168.177,9.04,nan,nan,nan,nan,160.522,1.2,nan,nan,156.986,1.96,149.516,2.41,nan,nan,nan,nan,nan,nan,156.124,0.79,100000
1979,1,160.306,3.593,151.592,9.408,155.949,10.071,nan,nan,nan,nan,168.464,3.66,nan,nan,nan,nan,160.494,2.15,nan,nan,158.303,4.42,150.997,2.41,nan,nan,nan,nan,nan,nan,156.014,26.53,100000
1979,2,161.159,3.416,152.392,5.22,156.775,6.238,nan,nan,nan,nan,168.645,1.77,nan,nan,nan,nan,161.317,4.11,nan,nan,159.333,3.06,151.989,2.43,nan,nan,nan,nan,nan,nan,155.388,13.64,100000
1979,3,161.662,5.897,152.664,3.408,157.163,6.811,nan,nan,nan,nan,168.829,8.86,nan,nan,nan,nan,162.225,7.65,nan,nan,159.579,2.36,152.337,3.56,nan,nan,nan,nan,nan,nan,155.094,1.935,100000
1979,4,161.807,2.71,152.5,2.081,157.153,3.417,nan,nan,nan,nan,168.976,1.67,nan,nan,nan,nan,162.942,2.97,nan,nan,159.259,2.68,152.147,2.04,nan,nan,nan,nan,nan,nan,155.126,2.365,100000
1979,5,161.694,1.724,152.333,1.826,157.014,2.511,nan,nan,nan,nan,168.252,1.74,nan,nan,nan,nan,163.18,1.66,nan,nan,159,1.77,151.924,1.69,nan,nan,nan,nan,nan,nan,155.377,2.624,100000
1979,6,161.727,3.005,152.454,1.551,157.091,3.382,nan,nan,nan,nan,167.011,2.21,nan,nan,nan,nan,163.114,4.43,nan,nan,159.402,1.17,151.985,1.25,nan,nan,nan,nan,nan,nan,155.942,2.944,100000
1979,7,162.632,2.809,152.901,1.903,157.767,3.393,nan,nan,nan,nan,166.872,1.89,nan,nan,nan,nan,163.55,3.85,nan,nan,160.925,1.8,152.401,1.62,nan,nan,nan,nan,nan,nan,156.625,3.322,100000
1979,8,164.446,3.301,153.751,3.602,159.099,4.885,nan,nan,nan,nan,168.218,1.81,nan,nan,nan,nan,164.745,4.87,nan,nan,163.349,1.486,153.28,3.58,nan,nan,nan,nan,nan,nan,157.257,3.758,100000
1979,9,166.491,3.324,154.836,4.425,160.663,5.534,nan,nan,nan,nan,170.267,5.35,nan,nan,nan,nan,166.387,3.04,nan,nan,165.719,2.92,154.414,4.45,nan,nan,nan,nan,nan,nan,157.977,4.233,100000
1979,10,168.071,2.714,155.877,2.064,161.974,3.41,nan,nan,nan,nan,172.523,1.66,nan,nan,nan,nan,167.867,3.34,nan,nan,167.227,2.31,155.518,1.35,nan,nan,nan,nan,nan,nan,158.551,4.732,100000
1979,11,168.952,2.057,156.998,2.604,162.975,3.318,nan,nan,nan,nan,174.479,1.41,nan,nan,nan,nan,168.858,1.87,nan,nan,167.774,2.31,156.736,1.99,nan,nan,nan,nan,nan,nan,158.949,5.269,100000
1979,12,169.361,2.067,158.148,1.847,163.755,2.772,nan,nan,nan,nan,175.706,1.421,nan,nan,nan,nan,169.542,1.59,nan,nan,167.776,2.49,157.98,1.86,nan,nan,nan,nan,nan,nan,159.399,1.745,100000
1980,1,169.924,1.835,159.031,1.697,164.478,2.499,nan,nan,nan,nan,176.352,1.57,nan,nan,nan,nan,170.493,1.42,nan,nan,168.005,2.16,158.926,1.5,nan,nan,nan,nan,nan,nan,159.808,2.75,100000
1980,2,170.885,2.226,159.692,1.758,165.289,2.836,nan,nan,nan,nan,176.645,2.04,nan,nan,nan,nan,171.971,1.56,nan,nan,168.698,2.68,159.644,1.76,nan,nan,nan,nan,nan,nan,160.047,1.742,100000
1980,3,171.87,2.167,160.292,2.087,166.081,3.009,nan,nan,nan,nan,176.577,1.85,nan,nan,nan,nan,173.754,0.64,nan,nan,169.273,2.91,160.268,2.13,nan,nan,nan,nan,nan,nan,160.467,1.737,100000
1980,4,172.558,1.934,160.747,3.037,166.652,3.6,nan,nan,nan,nan,176.307,1.12,nan,nan,nan,nan,175.062,2.1,nan,nan,169.674,1.94,160.677,2.52,nan,nan,nan,nan,nan,nan,161.265,5.53,100000
1980,5,172.879,2.477,161.054,2.507,166.966,3.524,nan,nan,nan,nan,176.264,2.16,nan,nan,nan,nan,175.193,3.6,nan,nan,170.231,0.96,160.908,2.55,nan,nan,nan,nan,nan,nan,162.14,2.156,100000
1980,6,172.994,1.856,161.527,1.584,167.261,2.44,nan,nan,nan,nan,176.587,1.7,nan,nan,nan,nan,174.703,2.21,nan,nan,170.792,1.55,161.315,1.5,nan,nan,nan,nan,nan,nan,163.103,2.103,100000
1980,7,173.423,3.95,162.346,0.98,167.885,4.069,nan,nan,nan,nan,177.066,1.84,nan,nan,nan,nan,174.652,4.68,nan,nan,171.6,3.64,162.067,0.72,nan,nan,nan,nan,nan,nan,164.422,2.063,100000
1980,8,174.447,2.839,163.162,1.599,168.804,3.258,nan,nan,nan,nan,177.836,4.8,nan,nan,nan,nan,175.264,1.672,nan,nan,173.014,2.99,162.792,1.57,nan,nan,nan,nan,nan,nan,165.915,1.801,100000
1980,9,175.511,6.201,163.668,1.259,169.589,6.328,nan,nan,nan,nan,179.084,1.495,nan,nan,nan,nan,175.977,9.17,nan,nan,174.322,3.1,163.197,1.18,nan,nan,nan,nan,nan,nan,167.168,1.738,100000
1980,10,176.035,3.786,164.158,3.393,170.097,5.084,nan,nan,nan,nan,180.476,4.18,nan,nan,nan,nan,176.323,3.03,nan,nan,174.794,4.22,163.647,3.55,nan,nan,nan,nan,nan,nan,167.962,1.84,100000
1980,11,176.194,4.42,164.866,1.584,170.53,4.695,nan,nan,nan,nan,181.8,9.8,nan,nan,nan,nan,176.352,1.92,nan,nan,174.795,3.88,164.435,1.57,nan,nan,nan,nan,nan,nan,168.071,1.682,100000
1980,12,176.309,3.737,165.68,2.818,170.994,4.68,nan,nan,nan,nan,183.013,1.93,nan,nan,nan,nan,176.458,3.29,nan,nan,174.669,4.34,165.44,2.29,nan,nan,nan,nan,nan,nan,167.458,5.29,100000
1981,1,176.524,1.412,166.594,5.169,171.559,5.359,nan,nan,nan,nan,183.625,2.74,nan,nan,nan,nan,176.859,1.34,nan,nan,174.642,0.95,166.549,5.46,nan,nan,nan,nan,nan,nan,166.926,1.93,100000
1981,2,177.093,1.736,167.533,2.332,172.313,2.908,nan,nan,nan,nan,183.673,3.62,nan,nan,nan,nan,177.546,1.85,nan,nan,175.234,0.63,167.58,1.61,nan,nan,nan,nan,nan,nan,167.182,5.16,100000
1981,3,178.086,2.578,168.15,2.547,173.118,3.624,nan,nan,nan,nan,183.618,4.06,nan,nan,nan,nan,178.497,2.56,nan,nan,176.498,2.12,168.171,2.61,nan,nan,nan,nan,nan,nan,167.993,2.02,100000
1981,4,179.051,2.286,168.542,2.101,173.797,3.105,nan,nan,nan,nan,183.55,3.02,nan,nan,nan,nan,179.424,1.8,nan,nan,177.728,2.44,168.497,2.13,nan,nan,nan,nan,nan,nan,168.876,1.872,100000
1981,5,179.748,1.583,169.218,2.353,174.483,2.836,nan,nan,nan,nan,183.885,0.77,nan,nan,nan,nan,180.094,1.16,nan,nan,178.529,1.97,169.163,2.4,nan,nan,nan,nan,nan,nan,169.632,1.967,100000
1981,6,180.486,3.117,170.241,1.653,175.364,3.528,nan,nan,nan,nan,184.957,2.62,nan,nan,nan,nan,180.75,3.45,nan,nan,179.258,2.93,170.236,1.51,nan,nan,nan,nan,nan,nan,170.283,2.472,100000
1981,7,181.487,1.378,171.32,3.477,176.403,3.74,nan,nan,nan,nan,186.158,1.43,nan,nan,nan,nan,181.633,1.36,nan,nan,180.31,1.38,171.398,3.6,nan,nan,nan,nan,nan,nan,170.736,2.366,100000
1981,8,182.521,3.606,172.321,1.879,177.421,4.066,nan,nan,nan,nan,187.123,9.05,nan,nan,nan,nan,182.539,1.91,nan,nan,181.462,2.23,172.519,1.82,nan,nan,nan,nan,nan,nan,170.85,2.27,100000
1981,9,183.341,3.056,173.209,2.973,178.275,4.263,nan,nan,nan,nan,188.182,2.06,nan,nan,nan,nan,183.368,1.12,nan,nan,182.222,4.13,173.505,3.07,nan,nan,nan,nan,nan,nan,171.002,2.117,100000
1981,10,183.847,1.996,174.05,2.957,178.948,3.567,nan,nan,nan,nan,189.183,2.24,nan,nan,nan,nan,184.036,1.59,nan,nan,182.483,2.22,174.352,3.06,nan,nan,nan,nan,nan,nan,171.802,2.033,100000
1981,11,184.061,1.883,174.99,1.792,179.525,2.599,nan,nan,nan,nan,190.251,2.56,nan,nan,nan,nan,184.297,1.26,nan,nan,182.465,2.11,175.249,1.83,nan,nan,nan,nan,nan,nan,173.059,1.48,100000
1981,12,184.186,2.069,175.999,2.908,180.092,3.569,nan,nan,nan,nan,191.699,3.53,nan,nan,nan,nan,184.291,2.21,nan,nan,182.396,1.391,176.24,2.93,nan,nan,nan,nan,nan,nan,174.208,2.74,100000
1982,1,184.568,2.712,176.834,1.569,180.701,3.133,nan,nan,nan,nan,192.943,1.8,nan,nan,nan,nan,184.738,2.41,nan,nan,182.53,3.09,177.072,1.49,nan,nan,nan,nan,nan,nan,175.06,2.062,100000
1982,2,185.308,3.984,177.395,4.172,181.351,5.768,nan,nan,nan,nan,193.352,2.38,nan,nan,nan,nan,185.787,4.32,nan,nan,183.095,3.99,177.67,4.38,nan,nan,nan,nan,nan,nan,175.347,2.038,100000
1982,3,186.177,3.643,177.749,3.205,181.963,4.852,nan,nan,nan,nan,193.126,2.34,nan,nan,nan,nan,186.982,5.42,nan,nan,183.947,1.4,178.081,3.33,nan,nan,nan,nan,nan,nan,175.282,2.044,100000
1982,4,186.893,2.362,178.085,1.391,182.489,2.741,nan,nan,nan,nan,192.512,2.93,nan,nan,nan,nan,188.123,2.27,nan,nan,184.62,2.29,178.414,1.27,nan,nan,nan,nan,nan,nan,175.64,2.08,100000
1982,5,187.351,2.678,178.616,2.135,182.984,3.425,nan,nan,nan,nan,191.602,0.74,nan,nan,nan,nan,189.07,4.08,nan,nan,184.991,0.99,178.905,2.12,nan,nan,nan,nan,nan,nan,176.468,2.244,100000
1982,6,187.675,3.446,179.3,3.784,183.487,5.118,nan,nan,nan,nan,191.039,2,nan,nan,nan,nan,189.551,3.69,nan,nan,185.387,3.5,179.573,3.94,nan,nan,nan,nan,nan,nan,177.267,2.311,100000
1982,7,188.131,2.339,180.017,1.267,184.074,2.66,nan,nan,nan,nan,191.358,2.45,nan,nan,nan,nan,189.724,1.36,nan,nan,186.106,2.88,180.296,1.02,nan,nan,nan,nan,nan,nan,177.942,2.409,100000
1982,8,188.904,1.879,180.675,1.648,184.79,2.5,nan,nan,nan,nan,192.488,1.23,nan,nan,nan,nan,190.104,1.39,nan,nan,187.117,2.3,180.944,1.49,nan,nan,nan,nan,nan,nan,178.673,2.53,100000
1982,9,189.931,1.962,181.256,1.373,185.593,2.395,nan,nan,nan,nan,194.2,1.44,nan,nan,nan,nan,190.876,2.57,nan,nan,188.196,1.42,181.505,1.11,nan,nan,nan,nan,nan,nan,179.396,2.598,100000
1982,10,190.958,2.254,181.8,2.221,186.379,3.165,nan,nan,nan,nan,196.331,2.16,nan,nan,nan,nan,191.899,2.06,nan,nan,188.975,2.42,182.027,2.14,nan,nan,nan,nan,nan,nan,180.108,2.752,100000
1982,11,191.768,2.944,182.418,2.235,187.093,3.696,nan,nan,nan,nan,198.332,2.52,nan,nan,nan,nan,192.922,3.17,nan,nan,189.342,2.84,182.635,2.16,nan,nan,nan,nan,nan,nan,180.806,2.729,100000
1982,12,192.465,3.977,183.231,2.051,187.848,4.475,nan,nan,nan,nan,199.653,7.95,nan,nan,nan,nan,193.801,4.04,nan,nan,189.75,2.16,183.462,1.91,nan,nan,nan,nan,nan,nan,181.517,2.894,100000
1983,1,193.232,1.717,184.25,2.321,188.741,2.887,nan,nan,nan,nan,200.225,1.8,nan,nan,nan,nan,194.645,1.91,nan,nan,190.498,1.52,184.518,2.2,nan,nan,nan,nan,nan,nan,182.254,3.076,100000
1983,2,194.143,3.318,185.294,2.442,189.719,4.12,nan,nan,nan,nan,200.164,1.8,nan,nan,nan,nan,195.758,4.15,nan,nan,191.467,2.78,185.602,2.31,nan,nan,nan,nan,nan,nan,183,3.263,100000
1983,3,195.324,4.18,186.098,2.36,190.711,4.801,nan,nan,nan,nan,199.953,1.72,nan,nan,nan,nan,197.236,5.51,nan,nan,192.722,3.21,186.415,2.17,nan,nan,nan,nan,nan,nan,183.741,3.46,100000
1983,4,196.698,1.371,186.713,2.41,191.706,2.772,nan,nan,nan,nan,200.294,1.49,nan,nan,nan,nan,198.546,1.27,nan,nan,194.381,1.42,187.013,2.26,nan,nan,nan,nan,nan,nan,184.481,3.319,100000
1983,5,197.815,2.529,187.134,1.638,192.475,3.013,nan,nan,nan,nan,201.08,1.311,nan,nan,nan,nan,199.027,3.69,nan,nan,196.09,1.26,187.394,1.2,nan,nan,nan,nan,nan,nan,185.205,3.455,100000
1983,6,198.491,4.429,187.343,1.525,192.917,4.684,nan,nan,nan,nan,201.659,4.08,nan,nan,nan,nan,198.838,2.76,nan,nan,197.491,5.48,187.537,0.92,nan,nan,nan,nan,nan,nan,185.896,3.652,100000
1983,7,199.025,2.333,187.623,2.158,193.324,3.178,nan,nan,nan,nan,202.095,3.86,nan,nan,nan,nan,198.789,2.08,nan,nan,198.521,2.05,187.755,1.82,nan,nan,nan,nan,nan,nan,186.637,3.827,100000
1983,8,199.546,3.14,188.138,1.811,193.842,3.625,nan,nan,nan,nan,202.804,1.5,nan,nan,nan,nan,199.342,4.21,nan,nan,198.973,2.28,188.232,1.28,nan,nan,nan,nan,nan,nan,187.444,3.936,100000
1983,9,200.059,3.289,188.83,3.939,194.445,5.132,nan,nan,nan,nan,203.742,1.16,nan,nan,nan,nan,200.531,4,nan,nan,198.841,2.96,188.921,4.03,nan,nan,nan,nan,nan,nan,188.154,3.184,100000
1983,10,200.654,2.752,189.969,1.598,195.311,3.183,nan,nan,nan,nan,204.92,1.38,nan,nan,nan,nan,201.939,3.34,nan,nan,198.642,2.44,190.144,1.43,nan,nan,nan,nan,nan,nan,188.664,2.516,100000
1983,11,201.273,3.307,191.652,2.722,196.462,4.283,nan,nan,nan,nan,206.411,3.49,nan,nan,nan,nan,202.883,1.69,nan,nan,198.801,4.15,191.993,2.75,nan,nan,nan,nan,nan,nan,189.116,2.501,100000
1983,12,201.832,4.29,193.282,2.41,197.557,4.921,nan,nan,nan,nan,207.835,1.45,nan,nan,nan,nan,203.25,1.66,nan,nan,199.32,5.9,193.764,2.47,nan,nan,nan,nan,nan,nan,189.691,1.91,100000
1984,1,202.426,3.335,194.454,2.322,198.44,4.064,nan,nan,nan,nan,208.653,2.76,nan,nan,nan,nan,203.544,3.26,nan,nan,200.105,3.51,194.99,2.37,nan,nan,nan,nan,nan,nan,190.466,1.928,100000
1984,2,203.079,3.029,195.101,2.112,199.09,3.693,nan,nan,nan,nan,208.851,2.64,nan,nan,nan,nan,203.997,2.52,nan,nan,201.025,3.46,195.592,2.12,nan,nan,nan,nan,nan,nan,191.449,2.05,100000
1984,3,203.63,2.26,195.11,3.239,199.37,3.95,nan,nan,nan,nan,208.648,2.17,nan,nan,nan,nan,204.611,3.08,nan,nan,201.695,1.28,195.463,3.38,nan,nan,nan,nan,nan,nan,192.482,1.889,100000
1984,4,203.991,3.61,194.689,2.978,199.34,4.68,nan,nan,nan,nan,208.259,2.98,nan,nan,nan,nan,205.3,2.79,nan,nan,201.961,4.27,194.861,3.1,nan,nan,nan,nan,nan,nan,193.416,1.836,100000
1984,5,204.145,3.294,194.431,3.778,199.288,5.012,nan,nan,nan,nan,208.033,3.43,nan,nan,nan,nan,205.499,4.12,nan,nan,202.164,2.38,194.451,3.97,nan,nan,nan,nan,nan,nan,194.276,1.798,100000
1984,6,204.257,2.294,194.761,1.639,199.509,2.819,nan,nan,nan,nan,208.262,2.38,nan,nan,nan,nan,205.167,2.17,nan,nan,202.609,2.37,194.703,1.62,nan,nan,nan,nan,nan,nan,195.192,1.774,100000
1984,7,204.767,2.786,195.69,0.861,200.228,2.916,nan,nan,nan,nan,208.859,1.98,nan,nan,nan,nan,205.241,3.83,nan,nan,203.454,1.74,195.64,0.65,nan,nan,nan,nan,nan,nan,196.061,1.765,100000
1984,8,205.998,2.24,196.751,2.433,201.374,3.307,nan,nan,nan,nan,209.834,2.03,nan,nan,nan,nan,206.259,2.41,nan,nan,204.916,2.14,196.746,2.52,nan,nan,nan,nan,nan,nan,196.782,1.642,100000
1984,9,207.924,1.946,197.663,2.836,202.794,3.439,nan,nan,nan,nan,211.311,3.26,nan,nan,nan,nan,208.102,0.92,nan,nan,207.012,2.15,197.655,2.95,nan,nan,nan,nan,nan,nan,197.726,1.765,100000
1984,10,210.058,3.309,198.904,3.569,204.481,4.867,nan,nan,nan,nan,213.212,2.15,nan,nan,nan,nan,210.277,3.75,nan,nan,209.164,3.14,198.869,3.74,nan,nan,nan,nan,nan,nan,199.166,1.855,100000
1984,11,211.693,2.988,200.83,3.201,206.261,4.379,nan,nan,nan,nan,215.37,2.84,nan,nan,nan,nan,211.743,4.06,nan,nan,210.819,1.73,200.845,3.29,nan,nan,nan,nan,nan,nan,200.716,2.44,100000
1984,12,212.51,3.643,203.249,3.406,207.879,4.987,nan,nan,nan,nan,217.582,2.87,nan,nan,nan,nan,211.922,2.42,nan,nan,211.837,4.52,203.43,3.02,nan,nan,nan,nan,nan,nan,201.906,5.48,100000
1985,1,212.984,4.313,205.684,4.404,209.334,6.164,nan,nan,nan,nan,219.518,4.51,nan,nan,nan,nan,211.825,4.82,nan,nan,212.443,3.8,206.092,4.64,nan,nan,nan,nan,nan,nan,202.649,1.872,100000
1985,2,213.72,4.246,207.346,6.81,210.533,8.026,nan,nan,nan,nan,220.983,2.9,nan,nan,nan,nan,212.457,6,nan,nan,213.098,2.37,207.933,7.22,nan,nan,nan,nan,nan,nan,202.978,1.903,100000
1985,3,214.788,3.121,207.629,1.985,211.209,3.699,nan,nan,nan,nan,221.696,2.15,nan,nan,nan,nan,213.73,2.34,nan,nan,214.081,3.79,208.211,1.99,nan,nan,nan,nan,nan,nan,203.304,1.944,100000
1985,4,215.721,2.157,207.141,1.882,211.431,2.863,nan,nan,nan,nan,221.273,1.54,nan,nan,nan,nan,215.005,3,nan,nan,215.043,1.28,207.546,1.88,nan,nan,nan,nan,nan,nan,204.129,1.897,100000
1985,5,216.016,3.706,206.807,1.888,211.412,4.159,nan,nan,nan,nan,220.173,3.17,nan,nan,nan,nan,215.66,2.37,nan,nan,215.362,4.6,207.015,1.89,nan,nan,nan,nan,nan,nan,205.266,1.871,100000
1985,6,215.916,3.537,206.929,1.298,211.422,3.767,nan,nan,nan,nan,219.426,2.52,nan,nan,nan,nan,215.846,2.29,nan,nan,215.176,4.45,207.011,1.2,nan,nan,nan,nan,nan,nan,206.314,1.87,100000
1985,7,216.268,2.969,207.473,1.997,211.871,3.578,nan,nan,nan,nan,219.717,2.89,nan,nan,nan,nan,216.671,2.13,nan,nan,215.159,3.52,207.512,2.01,nan,nan,nan,nan,nan,nan,207.184,1.895,100000
1985,8,217.618,3.185,208.306,1.892,212.962,3.704,nan,nan,nan,nan,221.312,3.03,nan,nan,nan,nan,218.804,2.9,nan,nan,215.817,3.43,208.345,1.89,nan,nan,nan,nan,nan,nan,208.02,1.91,100000
1985,9,219.788,4.419,209.317,1.348,214.553,4.62,nan,nan,nan,nan,223.891,2.02,nan,nan,nan,nan,221.579,6.44,nan,nan,217.404,2.28,209.347,1.247,nan,nan,nan,nan,nan,nan,209.097,1.942,100000
1985,10,221.913,2.896,210.533,0.822,216.223,3.01,nan,nan,nan,nan,226.487,1.7,nan,nan,nan,nan,223.651,3.49,nan,nan,219.463,2.56,210.529,0.49,nan,nan,nan,nan,nan,nan,210.558,1.979,100000
1985,11,222.957,3.436,211.535,2.217,217.246,4.089,nan,nan,nan,nan,228.37,2.42,nan,nan,nan,nan,224.111,4.05,nan,nan,220.792,3.07,211.47,2.17,nan,nan,nan,nan,nan,nan,212.02,2.54,100000
1985,12,222.841,3.139,211.98,2.817,217.41,4.217,nan,nan,nan,nan,229.494,1.63,nan,nan,nan,nan,223.263,2.77,nan,nan,220.989,3.64,211.829,2.06,nan,nan,nan,nan,nan,nan,213.106,5.95,100000
1986,1,222.573,1.775,212.39,4.669,217.481,4.996,nan,nan,nan,nan,230.091,2.34,nan,nan,nan,nan,222.34,0.73,nan,nan,221.057,2.18,212.206,4.93,nan,nan,nan,nan,nan,nan,213.76,1.786,100000
1986,2,222.972,5.704,213.236,2.2,218.104,6.114,nan,nan,nan,nan,230.555,2,nan,nan,nan,nan,222.35,7.2,nan,nan,221.758,4.83,213.126,2.25,nan,nan,nan,nan,nan,nan,214.047,1.785,100000
1986,3,224.202,4.758,214.491,2.691,219.347,5.466,nan,nan,nan,nan,230.964,6.09,nan,nan,nan,nan,223.495,6.62,nan,nan,223.244,1.469,214.511,2.79,nan,nan,nan,nan,nan,nan,214.341,1.785,100000
