Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),Isoprene (E/B),n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS)
2201,7304,1,202,7/21/09,19:57:30,19:58:11,202.832,202.832,40015.8316,40015.8321,36.55,-119.94,1256,,,,2009,,,,1.979,,,504,22,536,243,77.7,17.1,4.252,3.4,,,57.5,220,24.8,25.2,,,18.6,9.25,90,39.28,0.216,3.56,513,9.84,0.343,0.63,0.22,,,,9.52,6.66,7.49,1.26,3.92,0.56,1.11,,564,60,92,318,9,17,29,,0.00001,,,56,22,0.00001,9,7,0.00001,0.00001,0.00001,0.00001,0.00001,37,0.00001,14,32,0.00001,0.00001,,,5,0.00001,,0.00001,,15,22,0.00001,,,,,,,,0.00001,0.00001,5,55,203,256,0.00001,0.00001,450,,1148,,3526,1771
2216,8183,1,202,7/21/09,19:59:00,19:59:41,202.833,202.833,40015.8326,40015.8331,36.58,-120.05,1233,,,,2009,,,,1.905,,,468,10,531,239,76.5,16.7,4.1,3.3,,,52.5,209,22.7,22.9,,,16.35,9.14,88.5,35.87,0.216,3.14,502,8.98,0.329,0.61,0.2,,,,8.62,5.21,5.6,0.88,3.15,0.43,0.815,,546,53,74,231,9,44,50,,0.00001,,,52,23,0.00001,9,5,0.00001,0.00001,0.00001,0.00001,0.00001,48,0.00001,16,25,0.00001,0.00001,,,7,0.00001,,5,,12,15,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,9,6,0.00001,0.00001,456,,1037,,3641,1726
2217,6164,1,202,7/21/09,20:00:30,20:01:07,202.834,202.834,40015.8337,40015.8341,36.6,-120.16,1210,,,,2009,,,,1.947,,,477,20,532,238,76.9,16.4,4.814,3.5,,,62.3,218,23.9,28.1,,,20.4,9.36,88.4,38.92,0.288,3.74,527,9.96,0.49,0.65,0.62,,,,9.36,6.14,7.05,1.49,4.08,0.53,1,,554,71,92,211,15,22,77,,4,,,49,20,15,11,6,4,,,0.00001,5,183,7,38,52,0.00001,0.00001,,,9,0.00001,,5,,69,253,10,,,,,,,,0.00001,0.00001,0.00001,47,197,156,26,20,860,,2141,,5104,2656
2202,7137,1,202,7/21/09,20:02:00,20:02:40,202.835,202.835,40015.8347,40015.8352,36.58,-120.28,1199,,,,2009,,,,1.892,,,488,12,534,239,76.6,16.6,4.052,3.3,,,54.6,211,23.2,23.9,,,20.1,8.97,87.6,39.28,0.196,3.07,501,9.06,0.301,0.63,0.36,,,,10.1,5.07,5.44,0.88,2.91,0.42,0.86,,504,68,91,175,6,15,23,,0.00001,,,0.00001,18,4,7,5,0.00001,0.00001,0.00001,0.00001,0.00001,37,0.00001,9,19,0.00001,0.00001,,,6,0.00001,,0.00001,,13,15,0.00001,,,,,,,,0.00001,0.00001,0.00001,6,22,24,0.00001,0.00001,377,,1119,,4346,2900
2215,8182,1,202,7/21/09,20:03:30,20:04:12,202.836,202.836,40015.8358,40015.8363,36.57,-120.38,1199,,,,2009,,,,1.933,,,473,14,534,239,76.6,16.3,4.11,3.5,,,58.3,215,23.5,25.4,,,18.45,9.04,88.4,33.18,0.252,3.48,508,9.54,0.414,0.66,0.28,,,,10.89,6.05,7.45,1.01,4.16,0.62,1.235,,529,54,82,245,5,17,28,,0.00001,,,52,23,0.00001,9,3,0.00001,0.00001,0.00001,0.00001,0.00001,37,0.00001,19,18,0.00001,31,,,8,0.00001,,3,,15,20,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,6,0.00001,0.00001,0.00001,644,,1146,,5530,2695
2218,6140,1,202,7/21/09,20:05:00,20:05:45,202.837,202.837,40015.8368,40015.8373,36.65,-120.44,1194,,,,2009,,,,2.014,,,506,20,540,241,77.1,16.5,4.262,3.5,,,66.8,236,25.4,28.1,,,21.75,9.32,89.6,36.48,0.3,4.12,554,11.51,1.038,0.7,0.38,,,,12.31,7.29,9.58,1.34,5.82,0.78,1.575,,603,71,104,331,8,27,41,,0.00001,,,81,30,0.00001,13,5,0.00001,0.00001,0.00001,0.00001,0.00001,74,6,11,27,0.00001,4,,,14,0.00001,,5,,20,28,0.00001,,,,,,,,0.00001,0.00001,0.00001,12,28,18,0.00001,0.00001,724,,1363,,6518,7149
2214,8181,1,202,7/21/09,20:08:00,20:08:42,202.839,202.839,40015.8389,40015.8394,36.82,-120.4,1195,,,,2009,,,,1.917,,,474,15,532,238,76.8,16.6,4.081,3.3,,,54.9,212,22.9,22.8,,,16.5,8.92,87.9,34.4,0.232,3.19,502,8.95,0.249,0.62,0.24,,,,8.83,4.81,4.88,0.79,2.8,0.36,0.745,,492,42,67,147,5,14,20,,0.00001,,,34,14,12,10,3,0.00001,0.00001,0.00001,0.00001,0.00001,28,0.00001,9,15,0.00001,10,,,6,0.00001,,0.00001,,12,14,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,5,3,0.00001,0.00001,283,,741,,2350,2119
2219,6051,1,202,7/21/09,20:09:33,20:10:11,202.84,202.84,40015.84,40015.8404,36.91,-120.37,1210,,,,2009,,,,2.008,,,492,35,532,239,76.8,16.3,4.195,3.5,,,61.2,221,24.1,25.6,,,19.05,9.15,87.4,36.36,0.26,3.62,508,9.49,0.386,0.64,0.3,,,,9.61,6.76,7.58,1.25,4.36,0.53,1.09,,533,49,83,240,12,15,29,,0.00001,,,42,18,0.00001,6,5,0.00001,0.00001,0.00001,0.00001,0.00001,77,0.00001,17,25,0.00001,0.00001,,,7,0.00001,,0.00001,,24,60,3,,,,,,,,0.00001,0.00001,0.00001,7,31,11,0.00001,0.00001,670,,1465,,4295,4553
2204,7135,1,202,7/21/09,20:11:01,20:11:41,202.841,202.841,40015.841,40015.8414,35.99,-120.32,1201,,,,2009,,,,1.944,,,479,20,541,239,76.1,16.6,4.09,3.4,,,55.7,212,24.6,23.4,,,18,9.02,87.5,38.43,0.192,3.12,507,9.39,0.374,0.63,0.24,,,,8.7,5.84,5.77,1.02,2.97,0.37,0.76,,508,40,68,164,7,13,18,,3,,,33,13,7,6,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,21,0.00001,7,24,0.00001,0.00001,,,4,0.00001,,0.00001,,11,14,0.00001,,,,,,,,0.00001,0.00001,0.00001,0.00001,10,9,0.00001,0.00001,318,,789,,2350,1938
2213,8180,1,202,7/21/09,20:12:30,20:13:07,202.842,202.842,40015.842,40015.8424,37.06,-120.26,1197,,,,2009,,,,1.894,,,474,29,534,240,76,16.7,4.167,3.3,,,75.3,237,24.1,25.4,,,19.65,9.11,88.8,42.46,0.356,4.06,500,8.61,0.42,0.63,0.24,,,,9.25,5.91,8.68,1.3,4.35,0.81,1.625,,643,92,143,431,10,28,49,,0.00001,,,126,47,23,17,8,0.00001,0.00001,0.00001,7,8,66,13,16,21,0.00001,7,,,19,0.00001,,8,,23,45,6,,,,,,,,0.00001,0.00001,0.00001,6,15,7,0.00001,0.00001,436,,1240,,3380,2864
2220,6083,1,202,7/21/09,20:14:00,20:14:40,202.843,202.844,40015.8431,40015.8435,37.14,-120.21,1215,,,,2009,,,,1.889,,,477,20,533,239,76.5,16.3,4.09,3.4,,,57.8,236,24,26.7,,,19.2,9.16,88.8,33.43,0.224,5.14,501,9.36,0.334,0.64,0.22,,,,9.7,5.77,7.78,1.14,4.06,0.69,1.335,,590,62,120,304,7,27,39,,0.00001,,,90,31,6,17,3,0.00001,0.00001,0.00001,0.00001,0.00001,79,11,9,19,0.00001,0.00001,,,13,0.00001,,4,,20,39,0.00001,,,,,,,,0.00001,0.00001,0.00001,7,20,13,0.00001,0.00001,310,,1283,,4004,3119
2205,7177,1,202,7/21/09,20:15:30,20:16:10,202.844,202.845,40015.8441,40015.8446,37.25,-120.18,1199,,,,2009,,,,1.909,,,473,12,531,239,76.5,16.7,4.043,3.1,,,52,246,22.6,26.2,,,18.15,9.23,90.6,43.92,0.22,3.84,501,8.89,0.36,0.65,0.2,,,,8.97,5.7,6.68,1.04,3.32,0.54,1.11,,588,58,86,241,6,22,26,,0.00001,,,46,21,6,9,8,0.00001,0.00001,0.00001,0.00001,0.00001,43,0.00001,8,16,0.00001,0.00001,,,4,0.00001,,0.00001,,17,19,0.00001,,,,,,,,0.00001,0.00001,0.00001,4,7,6,0.00001,0.00001,291,,1215,,3979,3125
2212,8179,1,202,7/21/09,20:17:00,20:17:40,202.845,202.846,40015.8451,40015.8456,37.32,-120.22,1214,,,,2009,,,,1.905,,,480,13,534,240,75.9,16.3,4.138,3.4,,,53.7,215,24.1,28.8,,,18.75,9.09,90,40.26,0.212,3.77,502,10.51,0.412,0.66,0.22,,,,9.22,6.08,7.02,1.11,3.63,0.63,1.26,,586,60,91,222,10,19,26,,0.00001,,,47,24,4,7,8,0.00001,0.00001,0.00001,0.00001,0.00001,43,0.00001,12,19,0.00001,22,,,6,0.00001,,4,,15,18,0.00001,,,,,,,,0.00001,0.00001,0.00001,5,7,5,3,0.00001,419,,1220,,3573,2162
2221,6057,1,202,7/21/09,20:18:31,20:19:12,202.846,202.847,40015.8462,40015.8467,37.41,-120.27,1220,,,,2009,,,,1.891,,,484,14,541,241,77.2,16.5,4.224,3.6,,,53.9,219,23.8,26.9,,,22.65,9.27,92,40.99,0.208,3.45,504,13.84,0.468,0.69,0.22,,,,9.61,6.39,8.12,1.21,4.29,0.64,1.235,,615,65,98,275,17,24,36,,0.00001,,,56,23,23,8,9,0.00001,0.00001,0.00001,0.00001,0.00001,102,0.00001,11,19,0.00001,0.00001,,,8,0.00001,,4,,18,26,0.00001,,,,,,,,0.00001,0.00001,0.00001,9,12,7,3,0.00001,552,,1565,,5056,2892
2206,7166,1,202,7/21/09,20:19:59,20:20:39,202.847,202.848,40015.8472,40015.8477,37.49,-120.31,1342,,,,2009,,,,1.879,,,473,14,532,238,75.8,16.6,4.052,3.4,,,53.2,212,23,24.2,,,20.25,9.17,90.7,46.85,0.196,3.87,505,10.07,0.446,0.68,0.22,,,,9,5.79,7.28,1.05,3.57,0.64,1.225,,614,56,93,259,8,21,28,,0.00001,,,52,23,257,7,3,0.00001,0.00001,0.00001,0.00001,0.00001,69,0.00001,8,19,0.00001,0.00001,,,0.00001,0.00001,,4,,15,21,0.00001,,,,,,,,0.00001,0.00001,0.00001,4,7,6,3,0.00001,365,,1221,,3362,2216
2211,8178,1,202,7/21/09,20:21:30,20:22:10,202.848,202.849,40015.8483,40015.8487,37.58,-120.36,1393,,,,2009,,,,1.855,,,489,12,533,240,76.4,16.9,4.205,3.5,,,54.7,218,23.5,25.7,,,18.6,9.21,91.5,38.55,0.224,3.8,503,9.7,0.487,0.68,0.22,,,,9.48,5.63,6.7,0.97,3.33,0.62,1.265,,596,47,77,210,5,22,26,,0.00001,,,42,23,31,8,5,0.00001,0.00001,0.00001,0.00001,0.00001,65,0.00001,13,18,0.00001,0.00001,,,4,0.00001,,0.00001,,17,17,0.00001,,,,,,,,0.00001,0.00001,0.00001,5,11,7,3,0.00001,306,,1264,,3927,1910
2222,6105,1,202,7/21/09,20:23:01,20:23:42,202.849,202.85,40015.8493,40015.8498,37.65,-120.4,1353,,,,2009,,,,1.859,,,476,13,535,240,76.7,16.8,4.157,3.4,,,53.6,213,23.8,25,,,19.05,9.21,92.9,36.36,0.196,3.98,505,9.79,0.42,0.71,0.22,,,,10.34,5.84,7.41,0.99,3.68,0.66,1.235,,643,49,82,221,14,24,27,,0.00001,,,45,21,307,9,4,0.00001,0.00001,0.00001,0.00001,0.00001,77,3,6,17,0.00001,0.00001,,,6,0.00001,,4,,15,19,0.00001,,,,,,,,0.00001,0.00001,0.00001,4,10,5,3,0.00001,272,,1155,,2843,1142
2207,7164,1,202,7/21/09,20:24:29,20:25:08,202.85,202.851,40015.8503,40015.8508,37.62,-120.5,1292,,,,2009,,,,1.904,,,461,18,533,239,76.4,16.5,4.11,3.3,,,56.2,214,23,25,,,24.15,9.23,91.6,50.51,0.376,9.02,504,9.95,0.641,0.73,0.24,,,,11.01,7.19,10.37,1.42,5.12,1.68,3.325,,710,90,145,388,10,33,46,,0.00001,,,91,67,135,11,6,0.00001,0.00001,0.00001,4,0.00001,81,9,11,23,0.00001,0.00001,,,14,0.00001,,6,,24,30,5,,,,,,,,0.00001,0.00001,0.00001,7,10,6,4,0.00001,491,,1430,,3451,2346
2210,8177,1,202,7/21/09,20:25:59,20:26:39,202.851,202.852,40015.8514,40015.8518,37.58,-120.63,1230,,,,2009,,,,1.947,,,482,42,538,243,76,16.6,4.176,3.4,,,74.8,245,24.8,29.9,,,24.6,9.41,92.9,49.29,0.832,5.92,509,10.89,0.651,0.74,0.32,,,,12.17,8.05,11.86,1.76,6.4,1.52,3.145,,883,168,206,535,26,53,76,,3,,,164,89,14,25,10,0.00001,0.00001,0.00001,3,0.00001,80,21,19,30,4,7,,,21,0.00001,,14,,39,70,10,,,,,,,,0.00001,0.00001,0.00001,15,36,20,5,0.00001,639,,1641,,4445,5284
2223,6235,1,202,7/21/09,20:27:28,20:26:39,202.852,202.852,40015.8524,40015.8518,37.55,-120.74,1230,,,,2009,,,,1.857,,,465,24,539,242,77.3,16.8,4.252,3.6,,,62.1,251,24.6,28,,,23.55,9.49,90.5,41.97,0.304,4.54,505,9.17,0.498,0.73,0.32,,,,11.33,6.98,9.29,1.41,4.97,0.84,1.625,,684,116,162,293,19,35,65,,4,,,137,48,7,35,8,0.00001,0.00001,0.00001,9,0.00001,116,22,15,26,3,6,,,17,0.00001,,10,,28,53,7,,,,,,,,0.00001,0.00001,0.00001,8,20,6,4,0.00001,559,,1609,,4306,3097
2208,7179,1,202,7/21/09,20:28:58,20:29:37,202.853,202.854,40015.8534,40015.8539,37.55,-120.86,1155,,,,2009,,,,1.845,,,461,18,536,241,76.1,16.7,4.148,3.5,,,56.2,214,23,25,,,24.75,9.62,89.7,55.63,0.588,10.98,504,9.13,0.5,0.72,0.38,,,,11.37,6.77,9.46,1.35,5.12,1.14,2.295,,826,216,260,666,60,60,111,,5,,,321,166,28,39,19,0.00001,0.00001,0.00001,16,23,138,41,24,42,13,12,,,41,0.00001,,23,,35,147,18,,,,,,,,0.00001,0.00001,0.00001,7,10,6,4,0.00001,475,,1799,,4542,2346
2209,8176,1,202,7/21/09,20:30:27,20:31:07,202.854,202.855,40015.8545,40015.8549,37.52,-120.96,1153,,,,2009,,,,1.932,,,501,67,539,241,76.2,16.6,4.129,3.6,,,58.8,244,26,27.3,,,21.9,9.53,88.3,49.9,1.632,6.99,513,9.04,0.554,0.73,0.34,,,,11.8,7.14,7.98,1.32,4.45,0.64,1.255,,654,98,155,257,11,29,45,,0.00001,,,79,28,12,11,5,0.00001,0.00001,0.00001,0.00001,0.00001,51,7,15,24,0.00001,0.00001,,,12,0.00001,,5,,23,37,5,,,,,,,,0.00001,0.00001,0.00001,27,97,110,3,0.00001,457,,1366,,3670,3745
2224,6611,1,202,7/21/09,20:31:57,20:32:34,202.856,202.856,40015.8555,40015.8559,37.47,-121.06,1153,,,,2009,,,,1.882,,,476,65,540,251,77.6,16.9,4.195,3.4,,,62.9,235,24.5,26.1,,,24,9.48,89,39.04,1.676,9.74,504,9.25,0.668,0.78,0.42,,,,12.85,8.04,9.37,2.04,5.08,0.72,1.42,,630,98,154,251,11,36,43,,0.00001,,,90,30,79,12,7,0.00001,0.00001,0.00001,14,0.00001,38,10,11,23,0.00001,3,,,12,0.00001,,5,,24,40,3,,,,,,,,0.00001,0.00001,0.00001,8,11,5,3,0.00001,720,,1508,,3940,8286
1601,6138,1,202,7/21/09,20:33:30,20:34:12,202.857,202.857,40015.8566,40015.8571,37.46,-121.17,1180,,,,2009,,,,1.838,,,509,53,528,248,76.5,16.5,4.024,3.3,,,66.5,243,25.4,26.5,,,22.8,9.25,88.3,41.72,0.884,9.37,526,9.36,0.522,0.75,0.36,,,,12.44,7.24,8.75,1.33,4.88,0.72,1.58,,650,114,161,405,15,33,46,,0.00001,,,100,35,0.00001,13,8,4,,,10,8,63,16,16,31,4,5,,,17,0.00001,,10,,50,48,9,,,,,,,,0.00001,0.00001,4,29,107,125,5,0.00001,687,,1391,,3588,6300
1616,5099,1,202,7/21/09,20:35:00,20:35:42,202.858,202.858,40015.8576,40015.8581,37.54,-121.13,1115,,,,2009,,,,1.857,,,484,39,539,246,76.4,16.7,4.043,3.4,,,63.2,227,25.8,26.1,,,21,9.23,87.7,42.46,1.436,8.3,504,9.12,0.564,0.64,0.34,,,,9.38,5.65,6.68,0.98,4.03,0.63,1.565,,651,99,163,247,15,41,48,,0.00001,,,88,30,94,12,8,3,,,11,6,59,10,9,25,0.00001,5,,,16,0.00001,,7,,25,49,6,,,,,,,,0.00001,0.00001,0.00001,5,14,5,3,0.00001,233,,833,,1344,1702
1617,8174,1,202,7/21/09,20:36:30,21:37:12,202.859,202.901,40015.8587,40015.9008,37.61,-121.08,1120,,,,2009,,,,1.883,,,530,36,537,239,76,16.3,4.081,3.5,,,64.6,230,26.1,24.8,,,21.15,9.28,87.9,38.19,0.756,6.83,545,9.72,0.646,0.75,0.36,,,,10.83,6.78,7.86,1.19,4.52,0.7,1.59,,659,122,180,190,15,29,40,,0.00001,,,78,26,8,10,7,0.00001,0.00001,0.00001,11,6,35,12,11,26,0.00001,0.00001,,,12,0.00001,,6,,34,48,8,,,,,,,,0.00001,0.00001,5,32,155,194,0.00001,0.00001,354,,769,,2295,928
1602,6608,1,202,7/21/09,20:38:00,20:38:41,202.86,202.86,40015.8597,40015.8602,37.7,-120.03,1134,,,,2009,,,,1.851,,,490,57,538,239,76.5,16.6,4.11,3.5,,,71.4,251,26,26.7,,,24.3,9.49,90.1,39.53,0.44,5.8,514,9.6,0.669,0.81,0.36,,,,13.31,8.45,10.46,1.51,5.49,0.93,2.04,,697,101,153,461,29,35,56,,0.00001,,,136,46,25,17,9,5,,,15,8,75,17,14,28,4,22,,,18,3,,11,,29,45,6,,,,,,,,0.00001,0.00001,0.00001,9,30,19,4,4,592,,1445,,3722,4485
1615,5067,1,202,7/21/09,20:39:30,20:40:08,202.861,202.861,40015.8608,40015.8612,37.78,-120.99,1109,,,,2009,,,,1.972,,,495,56,539,254,76.5,16.6,4.176,3.2,,,94.1,261,27.1,45.4,,,27.45,9.66,92.5,55.88,0.708,14.77,506,10.75,1.395,0.76,0.42,,,,12.61,9.39,15.64,2.1,9.57,2.08,4.47,,977,178,253,744,33,88,146,,0.00001,,,374,130,20,38,17,6,,,29,23,123,39,23,45,9,12,,,42,10,,22,,43,129,16,,,,,,,,3,0.00001,0.00001,14,45,11,5,3,677,,1330,,2697,3046
1618,8084,1,202,7/21/09,20:41:00,20:41:39,202.862,202.862,40015.8618,40015.8623,37.87,-119.97,1120,,,,2009,,,,1.892,,,492,26,532,238,76.1,16.5,4.119,3.5,,,74.9,252,25.4,24.2,,,27.75,9.49,106.7,38.43,0.732,6.27,515,11.3,0.929,0.8,0.4,,,,12.51,9.21,14.89,1.97,9.2,1.67,3.67,,1038,143,215,455,17,64,86,,0.00001,,,176,63,5,20,13,4,,,19,11,64,19,21,35,3,8,,,29,5,,16,,44,73,9,,,,,,,,0.00001,0.00001,3,10,24,24,4,3,429,,1196,,2920,951
1603,6010,1,202,7/21/09,20:42:30,20:43:11,202.863,202.863,40015.8628,40015.8633,37.96,-120.94,1110,,,,2009,,,,1.857,,,490,38,539,242,76.7,16.8,4.167,5.2,,,60.8,232,25,27.1,,,24.3,9.76,116.5,41.85,0.444,9.44,524,12.72,0.983,0.83,0.32,,,,12.96,8.05,10.58,1.44,6.08,0.96,2.12,,781,115,182,346,18,61,56,,0.00001,,,100,34,0.00001,12,11,0.00001,0.00001,0.00001,15,6,60,9,10,24,0.00001,7,,,18,0.00001,,9,,31,43,7,,,,,,,,3,0.00001,0.00001,5,13,10,6,0.00001,489,,1415,,3714,2429
1614,5072,1,202,7/21/09,20:43:57,20:44:33,202.864,202.864,40015.8639,40015.8643,38.05,-120.91,1203,,,,2009,,,,1.85,,,495,42,537,241,76.2,16.7,4.09,5.6,,,69.4,233,25.6,26.8,,,22.35,9.55,114.5,47.46,0.516,9.72,525,9.44,1.028,0.75,0.28,,,,11.32,7.28,10.35,1.47,6.18,2.02,4.24,,781,101,174,356,17,73,71,,0.00001,,,122,112,59,14,12,0.00001,0.00001,0.00001,12,6,63,12,9,24,0.00001,22,,,20,0.00001,,10,,27,52,7,,,,,,,,0.00001,0.00001,0.00001,3,9,5,5,3,379,,1317,,1514,965
1604,6106,1,202,7/21/09,20:47:00,20:47:40,202.866,202.866,40015.866,40015.8664,38.16,-120.99,1241,,,,2009,,,,1.872,,,488,62,541,244,77,16.7,4.176,3.9,,,61.1,221,25,27.6,,,23.4,9.52,89.5,37.7,0.472,6.68,510,10.23,2.527,0.85,0.3,,,,13.42,8.53,11.95,1.56,7.74,1.4,2.97,,932,88,155,359,12,85,85,,0.00001,,,133,49,59,15,12,3,,,10,6,92,12,15,32,0.00001,24,,,15,3,,12,,32,52,5,,,,,,,,0.00001,0.00001,0.00001,4,10,7,5,0.00001,605,,1841,,3777,1902
1613,5049,1,202,7/21/09,20:48:30,20:49:11,202.867,202.867,40015.867,40015.8675,38.13,-121.1,1248,,,,2009,,,,1.887,,,489,72,537,243,76.7,16.8,4.148,3.7,,,75.2,282,25.5,31.1,,,25.95,9.78,90,50.02,0.516,11.86,515,10.19,2.457,0.87,0.34,,,,14.51,10.07,15.18,2.12,10.15,2.87,6.36,,1137,167,228,654,31,133,155,,0.00001,,,265,265,22,32,17,6,,,24,16,127,29,18,39,6,10,,,33,9,,21,,44,88,13,,,,,,,,0.00001,0.00001,0.00001,10,25,10,5,0.00001,526,,1848,,1976,1811
1620,8212,1,202,7/21/09,20:50:00,20:50:40,202.868,202.869,40015.8681,40015.8685,38.09,-121.23,1088,,,,2009,,,,1.898,,,481,86,535,241,76.3,16.5,4.043,3.7,,,65.8,231,25.2,25.9,,,25.35,9.39,89.3,47.7,1.544,13.15,505,12.62,2.335,0.85,0.34,,,,13.41,9.05,13.17,1.72,9.51,1.85,4.06,,991,173,248,489,25,144,144,,0.00001,,,273,99,24,30,20,6,,,23,15,108,28,34,44,6,12,,,33,7,,17,,41,87,14,,,,,,,,0.00001,0.00001,4,25,66,46,5,3,342,,1617,,3517,2244
1605,6033,1,202,7/21/09,20:51:30,20:52:10,202.869,202.87,40015.8691,40015.8696,38.07,-121.32,1069,,,,2009,,,,1.897,,,475,66,533,242,76.7,16.3,4.081,3.7,,,66.2,226,24.8,26.6,,,25.2,9.42,91.6,44.41,0.888,11.44,509,10.25,1.972,0.82,0.34,,,,13.4,8.18,11.79,1.46,8.79,1.95,4.1,,991,145,219,431,17,118,170,,0.00001,,,265,119,5,28,16,6,,,22,14,80,25,18,35,5,11,,,29,8,,17,,40,85,11,,,,,,,,4,0.00001,0.00001,10,21,10,5,0.00001,275,,1295,,3583,1962
1612,5136,1,202,7/21/09,20:53:00,20:53:40,202.87,202.871,40015.8701,40015.8706,38.09,-121.26,1006,,,,2009,,,,1.925,,,485,82,540,244,76.8,16.7,4.205,3.7,,,70.9,317,25.5,28.5,,,26.85,9.71,114.8,51.61,1.1,14.92,522,10.49,1.303,0.76,0.42,,,,13.43,8.28,11.81,1.57,7.85,1.48,3.195,,866,153,237,411,24,94,125,,0.00001,,,226,81,42,25,15,5,,,23,14,130,26,18,35,7,11,,,30,7,,17,,38,77,13,,,,,,,,3,0.00001,0.00001,10,39,11,6,0.00001,448,,1451,,4030,1978
1621,8128,1,202,7/21/09,20:54:34,20:55:15,202.871,202.872,40015.8712,40015.8717,38.01,-121.53,986,,,,2009,,,,1.919,,,490,104,539,247,77.1,16.8,4.262,3.6,,,80.8,281,25.9,29.3,,,27.6,9.8,129.5,52.7,1.712,20.16,528,9.87,0.788,0.82,0.4,,,,13.12,7.94,11.3,1.57,7.76,1.41,3.24,,969,228,298,587,49,145,176,,4,,,350,127,102,41,24,10,,,32,23,157,43,44,51,10,14,,,52,12,,25,,49,124,22,,,,,,,,4,0.00001,0.00001,23,63,19,6,0.00001,301,,1512,,1423,1122
1606,6267,1,202,7/21/09,20:56:00,20:56:41,202.872,202.873,40015.8722,40015.8727,38.99,-121.63,978,,,,2009,,,,1.867,,,479,81,539,242,76.5,16.6,4.138,3.4,,,83.3,289,25.5,28.4,,,29.7,9.82,119.9,56.12,1.488,16.13,503,9.31,0.682,0.83,0.6,,,,13.89,8.24,11.92,1.6,7.76,1.44,3.17,,938,208,281,434,25,104,144,,0.00001,,,306,100,9,32,20,7,,,36,20,157,38,24,40,10,13,,,44,9,,23,,51,124,19,,,,,,,,4,0.00001,0.00001,20,42,12,6,0.00001,524,,1487,,2609,1783
1611,5066,1,202,7/21/09,20:57:30,20:58:08,202.873,202.874,40015.8733,40015.8737,38.06,-121.66,973,,,,2009,,,,1.846,,,479,54,534,244,76.9,16.5,4.138,3.6,,,78.2,241,26.1,31.4,,,23.85,9.7,110.8,56.97,1.212,16.33,505,9.67,0.561,0.77,0.3,,,,11.31,6.4,8.19,1.08,5.16,0.93,2.085,,736,131,196,308,20,73,106,,0.00001,,,184,66,4,21,13,4,,,17,12,112,20,16,31,6,35,,,26,6,,13,,32,69,12,,,,,,,,6,0.00001,0.00001,12,34,18,5,3,308,,1652,,1931,1379
