Year,Month,NH,HATS_NH_F113_sd,HATS_SH_F113,HATS_SH_F113_sd,Global,HATS_Global_F113_sd,HATS_alt_F113,HATS_alt_F113_sd,HATS_sum_F113,HATS_sum_F113_sd,HATS_brw_F113,HATS_brw_F113_sd,HATS_mhd_F113,HATS_mhd_F113_sd,HATS_thd_F113,HATS_thd_F113_sd,HATS_nwr_F113,HATS_nwr_F113_sd,HATS_kum_F113,HATS_kum_F113_sd,HATS_mlo_F113,HATS_mlo_F113_sd,HATS_smo_F113,HATS_smo_F113_sd,HATS_cgo_F113,HATS_cgo_F113_sd,HATS_ush_F113,HATS_ush_F113_sd,HATS_psa_F113,HATS_psa_F113_sd,HATS_spo_F113,HATS_spo_F113_sd,HATS_F113_Programs
1992,2,82.302,0.496,75.926,0.975,79.114,1.094,82.61,0.99,nan,nan,82.91,0.28,nan,nan,nan,nan,82.47,0.29,nan,nan,82,0.59,75.18,0.61,76.88,1.3,nan,nan,nan,nan,nan,nan,1
1992,3,82.443,0.587,76.566,0.711,79.504,0.922,84.418,0.777,nan,nan,82.982,1.597,nan,nan,nan,nan,83.26,0.269,nan,nan,81.474,0.205,76.712,0.833,76.38,0.515,nan,nan,nan,nan,nan,nan,1
1992,4,82.557,0.367,76.746,0.617,79.652,0.718,84.919,0.657,nan,nan,83.14,1,nan,nan,nan,nan,83.66,0.01,nan,nan,81.31,0.14,76.975,0.78,76.454,0.299,nan,nan,nan,nan,nan,nan,1
1992,5,82.342,0.241,76.921,0.559,79.632,0.609,85.06,0.478,nan,nan,82.48,0.22,nan,nan,nan,nan,83.229,0.263,nan,nan,81.338,0.189,77.107,0.69,76.684,0.321,nan,nan,nan,nan,nan,nan,1
1992,6,82.267,0.451,77.351,0.556,79.809,0.716,84.741,0.466,nan,nan,82.167,1.107,nan,nan,nan,nan,82.752,0.144,nan,nan,81.667,0.345,77.756,0.7,76.834,0.279,nan,nan,nan,nan,nan,nan,1
1992,7,82.708,0.621,77.685,1.025,80.197,1.199,85.367,0.628,nan,nan,83.48,0.739,nan,nan,nan,nan,83.281,0.83,nan,nan,81.821,0.321,78.22,1.28,77.104,0.67,nan,nan,nan,nan,77.09,0.43,1
1992,8,83.585,0.746,78.146,0.272,80.865,0.794,85.812,1.75,nan,nan,83.677,1,nan,nan,nan,nan,84.44,0.86,nan,nan,82.662,0.27,78.413,0.15,78.014,0.307,nan,nan,nan,nan,76.92,0.58,1
1992,9,83.518,1.097,78.475,0.525,80.997,1.216,85.59,0.563,nan,nan,83.659,0.841,nan,nan,nan,nan,84.675,1.61,nan,nan,82.354,0.521,78.142,0.288,78.487,0.465,nan,nan,nan,nan,80.892,1.431,1
1992,10,82.851,0.662,78.038,0.393,80.444,0.77,84.916,0.65,nan,nan,82.888,1.47,nan,nan,nan,nan,83.988,0.436,nan,nan,81.727,0.5,78.166,0.346,77.886,0.04,nan,nan,nan,nan,77.97,1.14,1
1992,11,82.76,0.513,78.775,0.421,80.768,0.664,85.202,0.395,nan,nan,83.413,0.749,nan,nan,nan,nan,83.772,0.585,nan,nan,81.564,0.377,79.106,0.273,78.21,0.354,nan,nan,nan,nan,79.6,1.112,1
1992,12,83.199,0.465,79.688,0.602,81.444,0.76,85.414,0.373,nan,nan,83.085,0.75,nan,nan,nan,nan,83.84,0.333,nan,nan,82.499,0.48,80.022,0.159,79.181,0.82,nan,nan,nan,nan,80.159,1.031,1
1993,1,83.137,0.365,79.576,0.253,81.356,0.444,85.311,0.462,nan,nan,83.138,0.442,nan,nan,nan,nan,84.042,0.446,nan,nan,82.199,0.24,79.602,0.203,79.525,0.225,nan,nan,nan,nan,79.678,0.558,1
1993,2,83.412,0.677,79.766,0.431,81.589,0.802,85.073,0.24,nan,nan,83.588,0.358,nan,nan,nan,nan,84.342,0.96,nan,nan,82.462,0.44,80.012,0.25,79.352,0.38,nan,nan,nan,nan,80.353,1.157,1
1993,3,83.801,0.268,79.774,0.546,81.788,0.608,85.318,0.385,nan,nan,84.37,0.44,nan,nan,nan,nan,84.515,0.285,nan,nan,82.952,0.172,79.696,0.522,79.541,0.39,nan,nan,nan,nan,81.714,1.155,1
1993,4,83.615,0.26,79.357,0.584,81.486,0.639,86.047,0.301,nan,nan,83.359,0.268,nan,nan,nan,nan,84.207,0.32,nan,nan,82.966,0.19,79.296,0.686,79.087,0.198,nan,nan,nan,nan,81.384,1.063,1
1993,5,83.279,0.502,79.578,0.487,81.428,0.699,85.672,0.198,nan,nan,82.135,0.175,nan,nan,nan,nan,84.051,0.76,nan,nan,82.689,0.239,79.821,0.483,78.945,0.17,nan,nan,nan,nan,81.452,1.215,1
1993,6,83.435,0.219,80.418,0.294,81.926,0.367,85.356,0.286,nan,nan,82.719,0.344,nan,nan,nan,nan,83.98,0.19,nan,nan,82.975,0.195,80.895,0.07,79.562,0.208,nan,nan,nan,nan,81.852,0.974,1
1993,7,83.818,0.429,80.635,0.518,82.227,0.672,84.947,0.381,nan,nan,84.351,0.35,nan,nan,nan,nan,84.244,0.655,nan,nan,83.245,0.05,80.906,0.45,79.974,0.395,nan,nan,nan,nan,82.47,1.187,1
1993,8,83.812,0.464,81.412,0.624,82.612,0.778,85.158,0.97,nan,nan,84.794,0.46,nan,nan,nan,nan,84.068,0.28,nan,nan,83.257,0.51,81.653,0.63,81.092,0.413,nan,nan,nan,nan,81.482,1.267,1
1993,9,83.887,0.612,81.522,0.682,82.704,0.916,85.398,0.91,nan,nan,84.385,0.79,nan,nan,nan,nan,84.089,0.535,nan,nan,83.47,0.59,81.738,0.755,81.273,0.611,nan,nan,nan,nan,81.366,0.47,1
1993,10,84.125,0.279,81.307,0.69,82.716,0.744,85.659,0.322,nan,nan,84.299,0.395,nan,nan,nan,nan,84.408,0.351,nan,nan,83.714,0.145,81.238,0.661,81.247,0.71,nan,nan,nan,nan,82.167,0.778,1
1993,11,84.229,0.549,81.402,1.289,82.816,1.401,85.777,0.187,nan,nan,85.132,0.59,nan,nan,nan,nan,84.492,0.75,nan,nan,83.667,0.32,81.906,1.7,80.464,0.485,nan,nan,nan,nan,83.119,0.914,1
1993,12,84.142,0.61,81.944,0.529,83.043,0.807,86.234,0.94,nan,nan,84.905,0.86,nan,nan,nan,nan,84.31,0.795,nan,nan,83.637,0.17,82.718,0.232,80.936,0.676,nan,nan,nan,nan,82.059,0.966,1
1994,1,84.143,0.163,81.615,0.518,82.879,0.543,85.791,0.223,nan,nan,84.359,0.09,nan,nan,nan,nan,84.463,0.247,nan,nan,83.681,0.021,82.383,0.47,80.57,0.515,nan,nan,nan,nan,81.982,0.8,1
1994,2,83.993,0.976,82.181,1.158,83.087,1.515,85.057,0.31,nan,nan,84.563,0.455,nan,nan,nan,nan,84.231,1.55,nan,nan,83.571,0.16,82.243,1.095,82.048,1.27,nan,nan,nan,nan,82.49,0.901,1
1994,3,84.122,1.469,82.886,1.094,83.504,1.832,85.496,1.42,nan,nan,84.986,0.622,nan,nan,nan,nan,84.066,1.65,nan,nan,83.844,1.455,82.643,0.366,83.116,1.63,nan,nan,nan,nan,83.352,0.772,1
1994,4,84.723,0.224,83.055,0.509,83.889,0.556,85.682,0.181,nan,nan,85.102,0.295,nan,nan,nan,nan,85.154,0.02,nan,nan,84.197,0.29,82.571,0.51,83.673,0.47,nan,nan,nan,nan,83.058,0.687,1
1994,5,84.905,0.354,82.966,0.726,83.935,0.808,85.818,1.06,nan,nan,85.034,0.28,nan,nan,nan,nan,85.307,0.37,nan,nan,84.464,0.184,82.914,0.91,82.97,0.45,nan,nan,nan,nan,83.321,0.43,1
1994,6,84.571,0.744,83.029,0.352,83.8,0.823,85.941,0.349,nan,nan,85.699,0.68,nan,nan,nan,nan,84.65,0.59,nan,nan,84.123,0.883,83.156,0.265,82.827,0.45,nan,nan,nan,nan,83.261,0.259,1
1994,7,84.634,0.286,82.753,0.526,83.693,0.599,85.921,0.207,nan,nan,85.421,0.607,nan,nan,nan,nan,84.858,0.23,nan,nan,84.154,0.209,82.886,0.17,82.503,0.75,nan,nan,nan,nan,83.22,0.68,1
1994,8,84.681,0.718,82.839,0.572,83.76,0.918,85.236,1.125,nan,nan,84.595,0.84,nan,nan,nan,nan,85.022,0.82,nan,nan,84.371,0.525,82.899,0.12,82.832,0.84,nan,nan,nan,nan,82.44,0.673,1
1994,9,84.301,0.614,83.444,1.195,83.873,1.344,85.292,0.535,nan,nan,84.274,0.86,nan,nan,nan,nan,84.282,0.6,nan,nan,84.23,0.563,83.866,1.3,82.988,1.14,nan,nan,nan,nan,82.964,0.494,1
1994,10,84.758,0.531,83.469,1.157,84.114,1.273,85.345,0.285,nan,nan,84.844,0.585,nan,nan,nan,nan,84.582,0.6,nan,nan,84.827,0.473,83.797,1.4,83.059,0.83,nan,nan,nan,nan,83.424,0.716,1
1994,11,85.14,0.53,83.357,0.722,84.248,0.896,85.546,0.206,nan,nan,85.415,0.49,nan,nan,nan,nan,85.233,0.25,nan,nan,84.964,0.7,83.485,0.63,83.136,0.767,nan,nan,nan,nan,83.69,1.03,1
1994,12,84.965,0.729,83.625,0.52,84.295,0.896,85.282,1.16,nan,nan,85.555,1.16,nan,nan,nan,nan,84.86,0.75,nan,nan,84.888,0.497,83.498,0.382,83.818,0.54,nan,nan,nan,nan,83.447,1.034,1
1995,1,84.698,0.777,83.528,0.334,84.113,0.846,85.214,1.24,nan,nan,85.422,0.57,nan,nan,nan,nan,84.67,0.32,nan,nan,84.507,0.993,83.307,0.01,83.798,0.38,nan,nan,nan,nan,83.606,0.868,1
1995,2,84.612,0.516,82.935,0.606,83.774,0.796,85.287,0.664,nan,nan,85.101,0.402,nan,nan,nan,nan,84.513,0.725,nan,nan,84.518,0.251,82.75,0.26,83.201,0.875,nan,nan,nan,nan,82.765,0.52,1001
1995,3,84.258,0.413,82.603,0.36,83.431,0.548,85.492,0.179,nan,nan,85.421,0.514,nan,nan,nan,nan,84.268,0.155,nan,nan,83.873,0.53,82.846,0.42,82.313,0.287,nan,nan,nan,nan,82.477,0.24,1001
1995,4,84.293,0.548,82.767,0.381,83.53,0.667,85.253,0.747,nan,nan,85.163,0.237,nan,nan,nan,nan,84.525,0.835,nan,nan,83.819,0.091,83.134,0.27,82.304,0.503,nan,nan,nan,nan,82.732,0.239,1001
1995,5,84.718,0.588,82.948,0.319,83.833,0.669,85.246,0.607,nan,nan,85.173,0.808,nan,nan,nan,nan,84.926,0.3,nan,nan,84.396,0.695,83.249,0.355,82.56,0.253,nan,nan,nan,nan,82.971,0.371,1001
1995,6,84.55,0.314,83.09,0.427,83.82,0.53,85.598,0.175,nan,nan,85.274,0.498,nan,nan,nan,nan,84.356,0.4,nan,nan,84.445,0.145,83.321,0.207,82.845,0.61,nan,nan,nan,nan,82.797,0.343,1001
1995,7,84.467,0.513,83.147,0.28,83.807,0.585,85.729,1.309,nan,nan,85.319,0.479,nan,nan,nan,nan,84.129,0.13,nan,nan,84.432,0.58,83.195,0.304,82.965,0.199,nan,nan,nan,nan,83.856,0.45,1001
1995,8,84.673,0.738,83.367,0.502,84.02,0.892,85.369,0.391,nan,nan,85.248,0.425,nan,nan,nan,nan,84.732,0.863,nan,nan,84.43,0.707,83.375,0.405,83.204,0.202,nan,nan,nan,nan,84.255,1.46,1001
1995,9,84.865,0.444,83.622,0.283,84.244,0.527,85.164,0.635,nan,nan,84.965,0.401,nan,nan,nan,nan,85.081,0.53,nan,nan,84.639,0.343,83.767,0.23,83.376,0.225,nan,nan,nan,nan,83.982,0.677,1001
1995,10,84.785,0.331,83.42,0.622,84.102,0.705,85.2,0.2,nan,nan,84.935,0.565,nan,nan,nan,nan,84.847,0.381,nan,nan,84.662,0.197,83.457,0.83,83.425,0.21,nan,nan,nan,nan,83.114,0.372,1001
1995,11,84.709,0.632,83.261,0.722,83.985,0.959,85.314,0.452,nan,nan,85.114,0.243,nan,nan,nan,nan,84.795,0.331,84.42,0.97,84.779,0.434,83.208,0.9,83.326,0.483,nan,nan,nan,nan,83.282,0.202,1001
1995,12,84.585,0.571,83.25,0.397,83.917,0.695,85.13,0.423,nan,nan,85.443,0.298,nan,nan,nan,nan,84.888,0.173,84.05,0.89,84.628,0.41,83.311,0.51,83.125,0.2,nan,nan,nan,nan,83.52,0.28,1001
1996,1,84.593,0.412,83.516,0.266,84.054,0.49,84.965,0.89,nan,nan,85.254,0.108,nan,nan,nan,nan,84.683,0.472,84.381,0.388,84.547,0.352,83.8,0.27,83.155,0.261,nan,nan,nan,nan,83.504,0.257,1001
1996,2,84.726,0.32,83.638,0.168,84.182,0.362,85.074,0.324,nan,nan,85.197,0.265,nan,nan,nan,nan,84.693,0.337,84.639,0.309,84.7,0.33,84.067,0.093,83.148,0.194,nan,nan,nan,nan,83.307,0.343,1001
1996,3,84.699,0.309,83.578,0.256,84.138,0.401,85.362,0.191,nan,nan,85.038,0.425,nan,nan,nan,nan,84.762,0.304,84.578,0.35,84.629,0.239,83.982,0.236,83.109,0.274,nan,nan,nan,nan,83.302,0.287,1001
1996,4,84.634,0.23,83.32,0.308,83.977,0.384,85.299,0.405,nan,nan,84.986,0.214,nan,nan,nan,nan,84.854,0.32,84.531,0.201,84.417,0.127,83.543,0.258,83.013,0.205,nan,nan,nan,nan,83.452,0.784,1001
1996,5,84.543,0.277,83.318,0.341,83.93,0.439,85.238,0.428,nan,nan,85.014,0.188,nan,nan,nan,nan,84.717,0.312,84.387,0.246,84.387,0.275,83.4,0.404,83.197,0.259,nan,nan,nan,nan,83.406,0.229,1001
1996,6,84.549,0.253,83.392,0.204,83.971,0.325,85.026,0.31,nan,nan,84.907,0.361,nan,nan,nan,nan,84.826,0.273,84.432,0.228,84.316,0.222,83.523,0.128,83.221,0.274,nan,nan,nan,nan,83.415,0.183,1001
1996,7,84.548,0.201,83.496,0.249,84.022,0.32,84.787,0.263,nan,nan,84.829,0.316,nan,nan,nan,nan,84.595,0.23,84.471,0.136,84.5,0.19,83.522,0.236,83.439,0.215,nan,nan,nan,nan,83.631,0.449,1001
1996,8,84.62,0.429,83.521,0.262,84.07,0.503,84.58,0.314,nan,nan,84.813,0.396,nan,nan,nan,nan,84.553,0.243,84.523,0.593,84.73,0.363,83.5,0.281,83.499,0.218,nan,nan,nan,nan,83.805,0.34,1001
1996,9,84.489,0.229,83.413,0.376,83.951,0.441,84.722,0.26,nan,nan,84.789,0.236,nan,nan,nan,nan,84.497,0.278,84.349,0.224,84.533,0.179,83.343,0.451,83.456,0.269,nan,nan,nan,nan,83.679,0.29,1001
1996,10,84.403,0.291,83.355,0.248,83.879,0.383,84.831,0.277,nan,nan,84.518,0.304,nan,nan,nan,nan,84.523,0.328,84.416,0.265,84.228,0.283,83.33,0.184,83.381,0.298,nan,nan,nan,nan,83.39,0.333,1001
1996,11,84.339,0.307,83.519,0.374,83.929,0.484,84.832,0.244,nan,nan,84.507,0.196,nan,nan,nan,nan,84.318,0.332,84.386,0.384,84.224,0.211,83.626,0.296,83.362,0.457,nan,nan,nan,nan,83.642,0.35,1001
1996,12,84.328,0.227,83.643,0.236,83.986,0.328,84.657,0.267,nan,nan,84.682,0.242,nan,nan,nan,nan,84.398,0.264,84.174,0.188,84.314,0.224,83.832,0.269,83.372,0.199,nan,nan,nan,nan,83.818,0.168,1001
1997,1,84.355,0.255,83.479,0.237,83.917,0.348,84.711,0.401,nan,nan,84.727,0.23,nan,nan,nan,nan,84.3,0.194,84.261,0.191,84.378,0.332,83.649,0.136,83.224,0.312,nan,nan,nan,nan,83.703,0.309,1001
1997,2,84.386,0.259,83.321,0.297,83.853,0.394,84.725,0.477,nan,nan,84.602,0.221,nan,nan,nan,nan,84.297,0.37,84.319,0.241,84.444,0.092,83.392,0.321,83.216,0.274,nan,nan,nan,nan,83.408,0.222,1001
1997,3,84.284,0.293,83.394,0.235,83.839,0.376,84.716,0.296,nan,nan,84.544,0.313,nan,nan,nan,nan,84.372,0.103,84.345,0.314,84.051,0.362,83.578,0.218,83.175,0.262,nan,nan,nan,nan,83.302,0.198,1001
1997,4,84.122,0.293,83.336,0.198,83.729,0.354,84.668,0.175,nan,nan,84.548,0.164,nan,nan,nan,nan,84.509,0.388,83.82,0.316,83.964,0.194,83.421,0.175,83.228,0.202,nan,nan,nan,nan,83.34,0.311,1001
1997,5,84.101,0.36,83.168,0.301,83.635,0.469,84.75,0.255,nan,nan,84.501,0.199,nan,nan,nan,nan,84.368,0.238,83.771,0.491,84.064,0.321,83.184,0.298,83.129,0.306,nan,nan,nan,nan,83.277,0.289,1001
1997,6,84.1,0.337,83.192,0.269,83.646,0.431,84.458,0.347,nan,nan,84.472,0.309,nan,nan,nan,nan,84.263,0.324,83.75,0.285,84.201,0.395,83.179,0.308,83.208,0.214,nan,nan,nan,nan,83.203,0.243,1001
1997,7,83.989,0.233,83.266,0.253,83.627,0.344,84.097,0.344,nan,nan,84.265,0.209,nan,nan,nan,nan,84.174,0.232,83.791,0.247,83.962,0.21,83.317,0.305,83.207,0.193,nan,nan,nan,nan,83.227,0.075,1001
1997,8,83.795,0.314,83.151,0.248,83.473,0.4,83.927,0.388,nan,nan,84.05,0.254,nan,nan,nan,nan,84.089,0.386,83.518,0.362,83.764,0.167,83.102,0.263,83.198,0.231,nan,nan,nan,nan,83.238,0.22,1001
1997,9,83.803,0.299,83.138,0.243,83.471,0.385,84.113,0.312,nan,nan,83.92,0.182,nan,nan,nan,nan,83.98,0.274,83.623,0.292,83.784,0.342,83.05,0.093,83.254,0.304,nan,nan,nan,nan,83.122,0.484,1001
1997,10,83.786,0.323,83.151,0.356,83.469,0.481,83.989,0.278,nan,nan,83.815,0.164,nan,nan,nan,nan,83.93,0.247,83.54,0.386,83.891,0.339,83.129,0.307,83.176,0.412,nan,nan,nan,nan,83.168,0.348,1001
1997,11,83.819,0.257,83.076,0.251,83.447,0.359,83.985,0.403,nan,nan,83.68,0.26,nan,nan,nan,nan,83.973,0.208,83.598,0.248,83.931,0.282,83.091,0.223,83.036,0.281,nan,nan,nan,nan,83.199,0.265,1001
1997,12,83.897,0.246,83.038,0.356,83.467,0.432,84.088,0.299,nan,nan,83.764,0.218,nan,nan,nan,nan,83.984,0.26,83.79,0.234,83.945,0.246,83.041,0.271,82.979,0.26,nan,nan,83.225,0.865,83.158,0.434,1001
1998,1,83.865,0.25,83.134,0.402,83.499,0.473,84.095,0.364,nan,nan,83.863,0.198,nan,nan,nan,nan,83.774,0.215,83.828,0.257,83.954,0.265,83.106,0.486,82.884,0.283,nan,nan,84.67,0.38,83.135,0.311,1101
1998,2,83.68,0.247,83.04,0.313,83.36,0.398,83.752,0.462,nan,nan,83.719,0.26,nan,nan,nan,nan,83.66,0.244,83.597,0.256,83.763,0.205,83.122,0.27,82.718,0.308,nan,nan,83.97,0.6,83.286,0.11,1101
1998,3,83.626,0.293,82.717,0.323,83.172,0.437,83.886,0.416,nan,nan,83.665,0.562,nan,nan,nan,nan,83.758,0.231,83.462,0.264,83.649,0.263,82.835,0.295,82.635,0.277,nan,nan,81.74,0.51,83.379,0.479,1101
1998,4,83.542,0.247,82.76,0.459,83.151,0.521,83.971,0.356,nan,nan,83.683,0.468,nan,nan,nan,nan,83.735,0.225,83.225,0.232,83.63,0.187,82.739,0.544,82.748,0.293,nan,nan,82.272,0.282,83.521,0.661,1101
1998,5,83.396,0.318,82.79,0.389,83.093,0.503,83.705,0.405,nan,nan,83.708,0.24,nan,nan,nan,nan,83.442,0.344,83.024,0.314,83.631,0.307,82.772,0.475,82.694,0.278,nan,nan,82.783,0.12,83.488,0.418,1101
1998,6,83.339,0.303,82.735,0.479,83.037,0.567,83.591,0.532,nan,nan,83.685,0.215,nan,nan,nan,nan,83.443,0.292,82.942,0.366,83.549,0.216,82.674,0.223,82.712,0.337,nan,nan,82.559,0.31,83.505,1.545,1101
1998,7,83.275,0.3,82.692,0.376,82.983,0.481,83.702,0.35,nan,nan,83.663,0.451,nan,nan,nan,nan,83.429,0.359,82.977,0.188,83.32,0.29,82.555,0.332,82.733,0.262,nan,nan,82.735,0.353,83.427,0.902,1101
1998,8,83.195,0.288,82.76,0.342,82.978,0.447,83.299,0.205,nan,nan,83.447,0.282,nan,nan,nan,nan,83.288,0.293,83.016,0.275,83.231,0.304,82.561,0.262,82.983,0.249,nan,nan,82.507,0.33,83.225,0.895,1101
1998,9,83.148,0.406,82.695,0.266,82.922,0.485,83.171,0.444,nan,nan,83.448,0.524,nan,nan,nan,nan,83.288,0.273,82.874,0.479,83.239,0.381,82.614,0.181,82.846,0.297,nan,nan,82.037,0.21,83.126,0.533,1101
1998,10,83.243,0.278,82.682,0.308,82.963,0.415,83.164,0.331,nan,nan,83.328,0.395,83.68,0.32,nan,nan,83.354,0.25,82.681,0.178,83.152,0.287,82.672,0.268,82.762,0.276,nan,nan,81.869,0.217,83.176,0.656,1101
1998,11,82.948,0.378,82.619,0.446,82.783,0.585,83.057,0.51,nan,nan,83.167,0.374,82.955,0.454,nan,nan,83.123,0.418,82.714,0.218,82.972,0.35,82.698,0.25,82.59,0.385,nan,nan,81.737,0.925,83.151,0.891,1101
1998,12,82.937,0.445,82.601,0.469,82.769,0.646,83.277,0.278,nan,nan,83.078,0.121,82.762,0.744,nan,nan,83.027,0.181,82.924,0.221,83.034,0.286,82.599,0.144,82.582,0.231,nan,nan,82.344,1.14,83.013,1.223,1101
1999,1,83.263,0.364,82.581,0.473,82.922,0.597,83.307,0.389,nan,nan,83.184,0.164,83.768,0.428,nan,nan,83.096,0.447,82.802,0.204,83.236,0.355,82.718,0.127,82.344,0.279,nan,nan,82.738,1.6,82.766,0.294,1101
1999,2,83.209,0.31,82.678,0.22,82.943,0.38,83.183,0.593,nan,nan,83.168,0.197,83.51,0.417,nan,nan,83.116,0.246,82.721,0.102,83.403,0.317,82.909,0.116,82.39,0.207,nan,nan,82.631,0.349,82.682,0.512,1101
1999,3,83.161,0.329,82.737,0.46,82.949,0.566,83.317,0.424,nan,nan,83.229,0.334,83.311,0.221,nan,nan,83.269,0.346,82.802,0.34,83.214,0.4,83.031,0.191,82.416,0.363,nan,nan,82.429,1.38,82.762,0.376,1101
1999,4,83.111,0.298,82.769,0.379,82.94,0.482,83.616,0.457,nan,nan,83.141,0.3,83.373,0.287,nan,nan,83.19,0.469,82.77,0.173,83.003,0.198,83.017,0.352,82.467,0.324,nan,nan,82.508,0.64,82.958,0.478,1101
1999,5,82.983,0.351,82.674,0.254,82.829,0.433,83.196,0.576,nan,nan,82.929,0.292,83.198,0.353,nan,nan,83.035,0.358,82.663,0.301,82.981,0.373,83.018,0.175,82.368,0.21,nan,nan,81.646,0.64,83.014,0.254,1101
1999,6,82.778,0.418,82.608,0.191,82.693,0.46,82.646,0.573,nan,nan,82.75,0.708,82.842,0.443,nan,nan,82.796,0.259,82.459,0.418,83.019,0.384,82.892,0.124,82.397,0.214,nan,nan,81.65,0.225,82.756,0.351,1101
1999,7,82.532,0.334,82.474,0.324,82.503,0.465,82.535,0.468,nan,nan,82.676,0.463,82.587,0.382,nan,nan,82.672,0.316,82.094,0.197,82.756,0.343,82.753,0.349,82.363,0.294,nan,nan,81.261,0.379,82.359,0.218,1101
1999,8,82.49,0.438,82.385,0.479,82.437,0.649,82.849,0.268,nan,nan,82.473,0.28,82.518,0.352,nan,nan,82.516,0.519,82.19,0.262,82.706,0.611,82.617,0.444,82.404,0.499,nan,nan,80.927,0.507,82.122,0.568,1101
1999,9,82.683,0.326,82.379,0.354,82.531,0.481,82.828,0.598,nan,nan,82.263,0.484,82.672,0.257,nan,nan,82.724,0.367,82.58,0.337,82.85,0.275,82.577,0.146,82.385,0.278,nan,nan,81.202,0.51,82.145,1.015,1101
1999,10,82.689,0.334,82.433,0.436,82.561,0.549,82.414,0.384,nan,nan,82.286,0.413,82.693,0.432,nan,nan,82.819,0.238,82.557,0.248,82.827,0.307,82.617,0.347,82.373,0.531,nan,nan,81.809,0.42,82.09,0.433,1101
1999,11,82.628,0.309,82.418,0.478,82.523,0.569,82.466,0.316,nan,nan,82.563,0.078,82.7,0.432,nan,nan,82.828,0.3,82.285,0.181,82.748,0.259,82.663,0.428,82.34,0.58,nan,nan,81.419,0.35,82.126,0.24,1101
1999,12,82.664,0.354,82.511,0.381,82.588,0.52,82.716,0.26,nan,nan,82.778,0.12,82.904,0.47,nan,nan,82.748,0.394,82.303,0.265,82.622,0.256,82.904,0.429,82.262,0.362,nan,nan,81.627,0.29,82.003,0.08,1101
2000,1,82.675,0.337,82.423,0.272,82.549,0.433,82.565,0.448,nan,nan,82.883,0.347,83.063,0.373,nan,nan,82.563,0.29,82.356,0.265,82.555,0.372,82.731,0.213,82.146,0.202,nan,nan,82.328,0.165,81.85,0.728,1101
2000,2,82.609,0.295,82.215,0.434,82.412,0.524,82.437,0.28,nan,nan,83.005,0.61,82.93,0.298,nan,nan,82.406,0.273,82.274,0.258,82.629,0.225,82.343,0.529,82.094,0.274,nan,nan,82.273,0.435,81.913,0.397,1101
2000,3,82.546,0.321,81.987,0.237,82.267,0.399,82.471,0.315,nan,nan,82.935,0.595,82.793,0.298,nan,nan,82.359,0.332,82.074,0.198,82.776,0.349,81.981,0.185,81.958,0.262,nan,nan,82.17,0.276,82.01,0.354,1101
2000,4,82.51,0.518,81.92,0.331,82.215,0.615,82.661,0.538,nan,nan,82.767,0.902,82.786,0.277,nan,nan,82.386,0.603,81.972,0.267,82.729,0.712,81.975,0.348,81.814,0.269,nan,nan,82.093,0.51,81.936,0.282,1101
2000,5,82.44,0.392,81.833,0.218,82.137,0.448,82.482,0.269,nan,nan,82.557,0.679,82.644,0.271,nan,nan,82.336,0.294,81.924,0.346,82.752,0.53,81.838,0.162,81.822,0.256,nan,nan,82.011,0.26,81.669,0.283,1101
2000,6,82.312,0.283,81.889,0.262,82.101,0.385,82.384,0.386,nan,nan,82.455,0.118,82.292,0.32,nan,nan,82.432,0.225,81.893,0.304,82.621,0.268,81.958,0.218,81.93,0.342,nan,nan,81.387,0.065,81.687,0.095,1101
2000,7,82.164,0.281,81.889,0.272,82.027,0.391,82.398,0.453,nan,nan,82.357,0.137,81.974,0.384,nan,nan,82.524,0.228,81.912,0.258,82.299,0.171,81.949,0.219,81.919,0.328,nan,nan,81.399,0.333,81.809,0.173,1101
2000,8,82.104,0.303,81.796,0.194,81.95,0.359,82.469,0.353,nan,nan,82.367,0.112,81.875,0.353,nan,nan,82.432,0.433,81.956,0.252,82.181,0.123,81.837,0.213,81.82,0.182,nan,nan,81.435,0.14,81.749,0.156,1101
2000,9,82.038,0.236,81.776,0.27,81.907,0.359,82.204,0.247,nan,nan,82.307,0.094,81.932,0.338,nan,nan,82.235,0.152,81.809,0.226,82.165,0.149,81.706,0.221,81.926,0.252,nan,nan,81.567,0.475,81.656,0.376,1101
2000,10,82.048,0.245,81.779,0.246,81.913,0.348,82.024,0.144,nan,nan,82.226,0.079,82.016,0.305,nan,nan,82.253,0.277,81.803,0.274,82.129,0.08,81.752,0.195,81.913,0.208,nan,nan,81.445,0.45,81.564,0.418,1101
2000,11,82.09,0.275,81.778,0.232,81.934,0.359,82.133,0.236,nan,nan,82.363,0.198,82.054,0.384,nan,nan,82.3,0.283,81.83,0.185,82.158,0.177,81.762,0.122,81.844,0.244,nan,nan,81.712,0.47,81.587,0.36,1101
2000,12,82.147,0.311,81.735,0.233,81.941,0.388,82.176,0.227,nan,nan,82.512,0.328,82.146,0.445,nan,nan,82.267,0.25,81.845,0.259,82.267,0.162,81.795,0.089,81.638,0.304,nan,nan,81.907,0.397,81.67,0.257,1101
2001,1,82.12,0.242,81.682,0.187,81.901,0.306,82.033,0.11,nan,nan,82.47,0.24,82.228,0.324,nan,nan,82.212,0.167,81.746,0.278,82.211,0.101,81.868,0.102,81.471,0.187,nan,nan,81.622,0.345,81.593,0.352,1101
