Year,Month,NH,HATS_NH_CCl4_sd,HATS_SH_CCl4,HATS_SH_CCl4_sd,Global,HATS_Global_CCl4_sd,HATS_alt_CCl4,HATS_alt_CCl4_sd,HATS_sum_CCl4,HATS_sum_CCl4_sd,HATS_brw_CCl4,HATS_brw_CCl4_sd,HATS_mhd_CCl4,HATS_mhd_CCl4_sd,HATS_thd_CCl4,HATS_thd_CCl4_sd,HATS_nwr_CCl4,HATS_nwr_CCl4_sd,HATS_kum_CCl4,HATS_kum_CCl4_sd,HATS_mlo_CCl4,HATS_mlo_CCl4_sd,HATS_smo_CCl4,HATS_smo_CCl4_sd,HATS_cgo_CCl4,HATS_cgo_CCl4_sd,HATS_ush_CCl4,HATS_ush_CCl4_sd,HATS_psa_CCl4,HATS_psa_CCl4_sd,HATS_spo_CCl4,HATS_spo_CCl4_sd,HATS_CCl4_Programs
2016,2,82.16,0.39,80.922,0.303,81.541,0.494,81.693,0.608,81.96,0.435,82.327,0.122,82.066,0.362,82.046,0.398,82.07,0.19,82.415,0.61,82.238,0.222,81.342,0.166,80.772,0.404,nan,nan,79.496,0.46,80.22,0.152,1100
2016,3,82.038,0.315,80.781,0.416,81.41,0.522,81.791,0.443,81.862,0.28,82.142,0.096,81.79,0.324,82.222,0.47,81.812,0.137,82.367,0.324,82.098,0.263,81.254,0.218,80.559,0.577,nan,nan,79.389,0.564,80.071,0.145,1100
2016,4,81.926,0.33,80.531,0.471,81.228,0.575,81.718,0.403,81.73,0.389,82.039,0.103,81.627,0.484,82.161,0.287,81.722,0.142,82.181,0.306,82.063,0.261,81.017,0.24,80.248,0.651,nan,nan,79.264,0.35,79.931,0.613,1100
2016,5,81.947,0.401,80.413,0.348,81.18,0.531,81.906,0.293,81.647,0.388,81.994,0.099,81.909,0.587,82.134,0.505,81.494,0.13,82.096,0.371,82.123,0.186,80.847,0.221,80.26,0.464,nan,nan,78.807,0.388,79.827,0.28,1100
2016,6,81.959,0.454,80.334,0.402,81.146,0.607,82.173,0.394,81.605,0.264,81.978,0.112,81.952,0.77,82.251,0.503,81.274,0.069,82.271,0.296,82.028,0.201,80.765,0.22,80.106,0.535,nan,nan,78.978,0.546,79.922,0.363,1100
2016,7,81.658,0.368,80.086,0.424,80.872,0.561,82.083,1.022,81.454,0.364,81.773,0.114,81.492,0.334,81.843,0.422,81.187,0.137,82.009,0.52,81.73,0.192,80.54,0.222,79.712,0.556,nan,nan,79.072,0.702,79.99,0.234,1100
2016,8,81.541,0.413,80.062,0.353,80.802,0.543,81.653,0.544,81.358,0.366,81.482,0.11,81.303,0.58,81.582,0.259,81.112,0.085,82.084,0.369,81.66,0.492,80.52,0.215,79.718,0.468,nan,nan,78.827,0.352,79.992,0.394,1100
2016,9,81.575,0.397,80.094,0.294,80.835,0.494,81.378,0.34,81.383,0.333,81.27,0.264,81.509,0.234,81.623,0.601,81.048,0.134,82.013,0.308,81.74,0.58,80.496,0.245,79.94,0.35,nan,nan,78.427,0.353,79.812,0.171,1100
2016,10,81.625,0.316,80.033,0.281,80.829,0.423,81.481,0.287,81.341,0.646,81.19,0.113,81.75,0.338,81.731,0.247,81.09,0.14,81.794,0.46,81.819,0.141,80.425,0.215,79.859,0.275,nan,nan,78.498,0.424,79.798,0.483,1100
2016,11,81.656,0.336,79.955,0.256,80.805,0.422,81.328,0.158,81.389,0.686,81.299,0.104,81.789,0.339,81.679,0.227,81.163,0.141,82.031,0.526,81.662,0.157,80.283,0.258,79.817,0.252,nan,nan,78.638,0.27,79.749,0.244,1100
2016,12,81.686,0.407,80.018,0.448,80.852,0.606,80.92,0.596,81.395,0.3,81.394,0.117,81.647,0.417,82.017,0.35,81.013,0.093,82.335,0.699,81.566,0.169,80.4,0.241,79.819,0.625,nan,nan,78.81,0.286,79.638,0.539,1100
2017,1,81.493,0.582,79.955,0.251,80.724,0.634,80.865,0.405,81.087,0.597,81.206,0.112,81.396,0.82,82.112,0.536,80.722,0.106,81.977,0.622,81.473,0.511,80.474,0.258,79.65,0.235,nan,nan,78.595,0.256,79.345,0.288,1100
2017,2,81.285,0.305,79.747,0.316,80.516,0.439,81.28,0.342,80.852,0.523,81.054,0.137,81.146,0.251,81.759,0.445,80.585,0.124,81.68,0.334,81.398,0.261,80.226,0.218,79.46,0.381,nan,nan,78.47,0.259,79.235,0.507,1100
2017,3,81.147,0.314,79.57,0.235,80.358,0.392,81.859,0.293,80.969,0.665,81.04,0.123,80.831,0.46,81.619,0.305,80.584,0.117,81.493,0.223,81.276,0.157,79.849,0.269,79.268,0.2,nan,nan,nan,nan,79.256,0.126,1100
2017,4,81.142,0.461,79.184,0.306,80.163,0.553,80.989,0.53,81.06,0.376,80.98,0.114,80.42,0.529,81.962,0.456,80.559,0.4,81.808,0.629,81.28,0.214,79.535,0.263,78.72,0.372,nan,nan,nan,nan,79.278,0.117,1100
2017,5,81.131,0.521,79.39,0.157,80.261,0.544,80.9,0.262,81.14,0.096,80.83,0.056,nan,nan,81.018,1.032,80.475,0.319,81.668,0.383,81.304,0.188,79.413,0.163,nan,nan,nan,nan,nan,nan,79.224,0.1,1100
2017,6,80.865,0.106,79.547,0.183,80.206,0.212,nan,nan,81.111,0.099,80.839,0.053,nan,nan,nan,nan,80.377,0.042,nan,nan,81.214,0.146,79.592,0.191,nan,nan,nan,nan,nan,nan,79.214,0.105,100
2017,7,80.669,0.1,79.958,0.155,80.313,0.184,nan,nan,81.066,0.099,80.806,0.061,nan,nan,nan,nan,80.08,0.028,nan,nan,81.031,0.138,80.074,0.16,nan,nan,nan,nan,nan,nan,79.097,0.105,100
2017,8,80.869,0.085,79.689,0.174,80.279,0.194,nan,nan,nan,nan,80.463,0.048,nan,nan,nan,nan,nan,nan,nan,nan,80.962,0.092,79.773,0.181,nan,nan,nan,nan,nan,nan,79.058,0.11,100
2017,9,80.956,0.077,79.833,0.154,80.394,0.172,nan,nan,nan,nan,80.339,0.047,nan,nan,nan,nan,nan,nan,nan,nan,81.095,0.082,79.949,0.16,nan,nan,nan,nan,nan,nan,78.969,0.096,100
